Erster    ;64,0 ;Erster     ;264,8 ;                   ;
mit Index ;1,4  ;ohne Index ;221,6 ;                   ;
          ;0,5  ;           ;211,4 ;                   ;
          ;0,7  ;           ;209,8 ;                   ;
          ;2,5  ;           ;211,1 ;                   ;
          ;0,7  ;           ;206,6 ;                   ;
          ;0,7  ;           ;206,4 ;                   ;
          ;0,7  ;           ;212,2 ;                   ;
          ;0,5  ;           ;208,4 ;                   ;
          ;0,7  ;           ;208,6 ;                   ;
          ;0,8  ;           ;209,3 ;                   ;
          ;0,5  ;           ;209,5 ;                   ;
          ;0,5  ;           ;208,4 ;                   ;
          ;0,7  ;           ;207,6 ;                   ;
          ;0,6  ;           ;206,2 ;                   ;
          ;5,6  ;           ;212,7 ;                   ;
          ;1,5  ;           ;206,3 ;                   ;
          ;1,6  ;           ;208,4 ;                   ;
          ;0,5  ;           ;212,4 ;                   ;
          ;0,5  ;           ;210,3 ;                   ;
          ;0,7  ;           ;206,6 ;                   ;
          ;0,9  ;           ;208,0 ;                   ;
          ;0,6  ;           ;205,4 ;                   ;
          ;0,7  ;           ;207,6 ;                   ;
          ;0,7  ;           ;205,1 ;                   ;
          ;0,7  ;           ;207,7 ;                   ;
          ;0,5  ;           ;206,1 ;                   ;
          ;0,6  ;           ;206,2 ;                   ;
          ;0,6  ;           ;205,4 ;                   ;
          ;0,6  ;           ;206,9 ;                   ;
          ;0,6  ;           ;211,2 ;                   ;
          ;0,6  ;           ;207,0 ;                   ;
          ;0,6  ;           ;207,6 ;                   ;
          ;0,6  ;           ;208,3 ;                   ;
          ;0,7  ;           ;207,1 ;                   ;
Zweiter   ;0,9  ;Zweiter    ;208,5 ;                   ;
mit Index ;0,5  ;ohne Index ;205,3 ;                   ;
          ;0,4  ;           ;209,3 ;                   ;
          ;0,6  ;           ;206,9 ;                   ;
          ;0,5  ;           ;210,4 ;                   ;
          ;0,4  ;           ;205,4 ;                   ;
          ;0,4  ;           ;208,0 ;                   ;
          ;0,5  ;           ;213,6 ;                   ;
          ;0,4  ;           ;208,1 ;                   ;
          ;0,4  ;           ;207,9 ;                   ;
          ;0,4  ;           ;207,2 ;                   ;
          ;0,4  ;           ;208,5 ;                   ;
          ;0,4  ;           ;208,4 ;                   ;
          ;0,5  ;           ;208,9 ;                   ;
          ;0,6  ;           ;207,7 ;                   ;
          ;1,0  ;           ;210,3 ;                   ;
          ;1,0  ;           ;210,8 ;                   ;
          ;0,5  ;           ;209,1 ;                   ;
          ;0,5  ;           ;208,1 ;                   ;
          ;0,4  ;           ;208,1 ;                   ;
          ;0,5  ;           ;209,3 ;                   ;
          ;0,4  ;           ;209,8 ;                   ;
          ;0,4  ;           ;209,8 ;                   ;
          ;0,4  ;           ;206,5 ;                   ;
          ;0,4  ;           ;214,7 ;                   ;
          ;0,4  ;           ;208,0 ;                   ;
          ;0,4  ;           ;208,2 ;                   ;
          ;0,4  ;           ;210,3 ;                   ;
          ;0,4  ;           ;208,7 ;                   ;
          ;0,5  ;           ;207,5 ;                   ;
          ;0,4  ;           ;209,9 ;                   ;
          ;0,4  ;           ;207,6 ;                   ;
          ;0,4  ;           ;206,8 ;                   ;
          ;0,4  ;           ;214,2 ;                   ;
          ;0,4  ;           ;209,4 ;                   ;
Dritter   ;0,8  ;Dritter    ;206,5 ;                   ;
mit Index ;0,5  ;ohne Index ;208,6 ;                   ;
          ;0,5  ;           ;209,8 ;                   ;
          ;0,6  ;           ;207,9 ;                   ;
          ;0,9  ;           ;208,7 ;                   ;
          ;0,5  ;           ;207,8 ;                   ;
          ;0,4  ;           ;209,5 ;                   ;
          ;0,5  ;           ;207,8 ;                   ;
          ;0,5  ;           ;211,0 ;                   ;
          ;0,9  ;           ;211,2 ;                   ;
          ;0,7  ;           ;206,9 ;                   ;
          ;0,8  ;           ;206,5 ;                   ;
          ;1,0  ;           ;207,7 ;                   ;
          ;1,0  ;           ;207,2 ;                   ;
          ;1,0  ;           ;206,6 ;                   ;
          ;1,2  ;           ;210,0 ;                   ;
          ;1,5  ;           ;207,0 ;                   ;
          ;0,8  ;           ;205,3 ;                   ;
          ;0,5  ;           ;209,2 ;                   ;
          ;0,5  ;           ;206,2 ;                   ;
          ;0,4  ;           ;204,0 ;                   ;
          ;0,4  ;           ;209,6 ;                   ;
          ;0,4  ;           ;205,9 ;                   ;
          ;0,4  ;           ;205,4 ;                   ;
          ;0,4  ;           ;206,0 ;                   ;
          ;0,4  ;           ;206,9 ;                   ;
          ;0,4  ;           ;206,6 ;                   ;
          ;0,5  ;           ;206,5 ;                   ;
          ;0,4  ;           ;210,2 ;                   ;
          ;0,5  ;           ;209,4 ;                   ;
          ;0,4  ;           ;208,5 ;                   ;
          ;0,5  ;           ;212,0 ;                   ;
          ;0,4  ;           ;211,3 ;                   ;
          ;0,4  ;           ;209,0 ;                   ;
          ;0,4  ;           ;209,2 ;                   ;
Vierter   ;1,0  ;Vierter    ;205,8 ;                   ;
mit Index ;0,4  ;ohne Index ;211,0 ;                   ;
          ;0,3  ;           ;208,9 ;                   ;
          ;0,6  ;           ;209,1 ;                   ;
          ;0,5  ;           ;208,5 ;                   ;
          ;0,4  ;           ;207,7 ;                   ;
          ;0,3  ;           ;208,5 ;                   ;
          ;0,3  ;           ;206,2 ;                   ;
          ;0,3  ;           ;207,8 ;                   ;
          ;0,3  ;           ;207,7 ;                   ;
          ;0,3  ;           ;208,3 ;                   ;
          ;0,3  ;           ;210,3 ;                   ;
          ;0,4  ;           ;206,9 ;                   ;
          ;0,3  ;           ;208,8 ;                   ;
          ;0,4  ;           ;205,9 ;                   ;
          ;0,9  ;           ;204,2 ;                   ;
          ;0,8  ;           ;206,0 ;                   ;
          ;0,4  ;           ;206,5 ;                   ;
          ;0,4  ;           ;206,7 ;                   ;
          ;0,4  ;           ;206,1 ;                   ;
          ;0,3  ;           ;205,7 ;                   ;
          ;0,3  ;           ;209,8 ;                   ;
          ;0,3  ;           ;208,7 ;                   ;
          ;0,3  ;           ;206,1 ;                   ;
          ;0,3  ;           ;205,2 ;                   ;
          ;0,3  ;           ;206,4 ;                   ;
          ;0,3  ;           ;203,3 ;                   ;
          ;0,3  ;           ;208,5 ;                   ;
          ;0,3  ;           ;212,7 ;                   ;
          ;0,2  ;           ;206,2 ;                   ;
          ;0,3  ;           ;207,9 ;                   ;
          ;0,2  ;           ;203,5 ;                   ;
          ;0,2  ;           ;206,8 ;                   ;
          ;0,3  ;           ;207,6 ;                   ;
          ;0,3  ;           ;205,8 ;                   ;
Fünfter   ;0,7  ;Fünfter    ;209,7 ;                   ;
mit Index ;0,4  ;ohne Index ;208,1 ;                   ;
          ;0,3  ;           ;212,9 ;                   ;
          ;0,4  ;           ;206,3 ;                   ;
          ;0,6  ;           ;211,6 ;                   ;
          ;0,4  ;           ;205,8 ;                   ;
          ;0,6  ;           ;211,7 ;                   ;
          ;0,5  ;           ;210,5 ;                   ;
          ;0,4  ;           ;205,6 ;                   ;
